TIENDAS CHEDRAUI S.A. DE C.V.,ETP241785,26/09/2015,07/12/2015,19274.74
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241786,26/09/2015,07/12/2015,2956.5
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241787,26/09/2015,07/12/2015,2979.9
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241788,26/09/2015,07/12/2015,14550
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241789,26/09/2015,07/12/2015,6222
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241790,26/09/2015,07/12/2015,46466.8
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241791,26/09/2015,07/12/2015,26182.97
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241792,26/09/2015,07/12/2015,12884.9
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241793,26/09/2015,07/12/2015,36199.24
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241794,26/09/2015,07/12/2015,128691.64
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241795,26/09/2015,07/12/2015,8229.06
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241796,26/09/2015,07/12/2015,249.9
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241980,29/09/2015,07/12/2015,1642.5
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241981,29/09/2015,07/12/2015,3549.15
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241982,29/09/2015,07/12/2015,16266
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241983,29/09/2015,07/12/2015,4209
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241984,29/09/2015,07/12/2015,57055.28
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241985,29/09/2015,07/12/2015,18575.55
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241986,29/09/2015,07/12/2015,39231.1
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241987,29/09/2015,07/12/2015,20317.25
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241988,29/09/2015,07/12/2015,48361.04
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241989,29/09/2015,07/12/2015,10514.91
TIENDAS CHEDRAUI S.A. DE C.V.,ETP241990,29/09/2015,07/12/2015,499.8
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242002,29/09/2015,07/12/2015,322235.76
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242370,01/10/2015,07/12/2015,50121.88
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242371,01/10/2015,07/12/2015,13908
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242372,01/10/2015,07/12/2015,75546.24
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242373,01/10/2015,07/12/2015,258488.72
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242374,01/10/2015,07/12/2015,999.6
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242375,01/10/2015,07/12/2015,4434.75
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242376,01/10/2015,07/12/2015,3153.26
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242377,01/10/2015,07/12/2015,36522
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242378,01/10/2015,07/12/2015,81545.96
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242379,01/10/2015,07/12/2015,28131.3
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242380,01/10/2015,07/12/2015,26156.3
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242381,01/10/2015,07/12/2015,168848.12
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242536,03/10/2015,07/12/2015,60665.92
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242537,03/10/2015,07/12/2015,102474.04
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242538,03/10/2015,07/12/2015,90068.86
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242540,03/10/2015,07/12/2015,164802.68
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242554,03/10/2015,07/12/2015,47321.13
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242555,03/10/2015,07/12/2015,5420.25
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242556,03/10/2015,07/12/2015,5613.08
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242557,03/10/2015,07/12/2015,39433
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242558,03/10/2015,07/12/2015,15128
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242559,03/10/2015,07/12/2015,51492.63
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242560,03/10/2015,07/12/2015,37819.28
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242561,03/10/2015,07/12/2015,60346.44
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242562,03/10/2015,07/12/2015,1915.9
TIENDAS CHEDRAUI S.A. DE C.V.,ETP242569,03/10/2015,07/12/2015,434161.56
