TIENDAS SORIANA SA DE CV,ERA6144,28/01/2016,01/04/2016,6040
TIENDAS SORIANA SA DE CV,ERA6116,28/01/2016,01/04/2016,11200
TIENDAS SORIANA SA DE CV,ERA6117,28/01/2016,01/04/2016,2835.36
TIENDAS SORIANA SA DE CV,ERA6118,28/01/2016,01/04/2016,200
TIENDAS SORIANA SA DE CV,ERA6119,28/01/2016,01/04/2016,173.82
TIENDAS SORIANA SA DE CV,ERA6122,28/01/2016,01/04/2016,480
TIENDAS SORIANA SA DE CV,ERA6123,28/01/2016,01/04/2016,114
TIENDAS SORIANA SA DE CV,ERA6124,28/01/2016,01/04/2016,237.88
TIENDAS SORIANA SA DE CV,ERA6125,28/01/2016,01/04/2016,480
TIENDAS SORIANA SA DE CV,ERA6126,28/01/2016,01/04/2016,173.82
TIENDAS SORIANA SA DE CV,ERA6127,28/01/2016,01/04/2016,11200
TIENDAS SORIANA SA DE CV,ERA6141,28/01/2016,01/04/2016,22896
TIENDAS SORIANA SA DE CV,ETP254957,28/01/2016,01/04/2016,20613.6
TIENDAS SORIANA SA DE CV,ERA6182,29/01/2016,01/04/2016,8380.2
TIENDAS SORIANA SA DE CV,ERA6185,29/01/2016,01/04/2016,4947.18
